,Source (B)
2133,"https://www.ted.com/talks/joseph_ravenell_how_barbershops_can_keep_men_healthy
"
2136,"https://www.ted.com/talks/samantha_nutt_the_real_harm_of_the_global_arms_trade
"
2145,"https://www.ted.com/talks/jamila_raqib_the_secret_to_effective_nonviolent_resistance
"
2150,"https://www.ted.com/talks/keolu_fox_why_genetic_research_must_be_more_diverse
"
2156,"https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong
"
2164,"https://www.ted.com/talks/eric_haseltine_what_will_be_the_next_big_scientific_breakthrough
"
2165,"https://www.ted.com/talks/emma_marris_nature_is_everywhere_we_just_need_to_learn_to_see_it
"
2174,"https://www.ted.com/talks/martin_reeves_how_to_build_a_business_that_lasts_100_years
"
2185,"https://www.ted.com/talks/laura_boushnak_the_deadly_legacy_of_cluster_bombs
"
2206,"https://www.ted.com/talks/rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights
"
2220,"https://www.ted.com/talks/melissa_walker_art_can_heal_ptsd_s_invisible_wounds
"
2225,"https://www.ted.com/talks/zeynep_tufekci_machine_intelligence_makes_human_morals_more_important
"
2232,"https://www.ted.com/talks/silk_road_ensemble_rhiannon_giddens_st_james_infirmary_blues
"
2234,"https://www.ted.com/talks/christopher_soghoian_your_smartphone_is_a_civil_rights_issue
"
2240,"https://www.ted.com/talks/suzanne_barakat_islamophobia_killed_my_brother_let_s_end_the_hate
"
2241,"https://www.ted.com/talks/jonathan_haidt_can_a_divided_america_heal
"
2243,"https://www.ted.com/talks/hector_garcia_we_train_soldiers_for_war_let_s_train_them_to_come_home_too
"
2244,"https://www.ted.com/talks/kimberle_crenshaw_the_urgency_of_intersectionality
"
2247,"https://www.ted.com/talks/victor_rios_help_for_kids_the_education_system_ignores
"
2261,"https://www.ted.com/talks/veerle_provoost_do_kids_think_of_sperm_donors_as_family
"
2264,"https://www.ted.com/talks/rebecca_brachman_could_a_drug_prevent_depression_and_ptsd
"
2268,"https://www.ted.com/talks/chinaka_hodge_what_will_you_tell_your_daughters_about_2016
"
2269,"https://www.ted.com/talks/anjali_tripathi_why_earth_may_someday_look_like_mars
"
2273,"https://www.ted.com/talks/erika_gregory_the_world_doesn_t_need_more_nuclear_weapons
"
2282,"https://www.ted.com/talks/ashley_judd_how_online_abuse_of_women_has_spiraled_out_of_control
"
2287,"https://www.ted.com/talks/caleb_barlow_where_is_cybercrime_really_coming_from
"
2293,"https://www.ted.com/talks/sue_klebold_my_son_was_a_columbine_shooter_this_is_my_story
"
2297,"https://www.ted.com/talks/joshua_smith_new_nanotech_to_catch_cancer_early
"
2299,"https://www.ted.com/talks/aala_el_khani_what_it_s_like_to_be_a_parent_in_a_war_zone
"
2300,"https://www.ted.com/talks/miriam_zoila_perez_how_racism_harms_pregnant_women_and_what_can_help
"
2302,"https://www.ted.com/talks/amy_adele_hasinoff_how_to_practice_safe_sexting
"
2303,"https://www.ted.com/talks/lara_setrakian_3_ways_to_fix_a_broken_news_industry
"
2304,"https://www.ted.com/talks/salil_dudani_how_jails_extort_the_poor
"
2306,"https://www.ted.com/talks/yuval_noah_harari_nationalism_vs_globalism_the_new_political_divide
"
2315,"https://www.ted.com/talks/sara_ramirez_and_michael_pemberton_rollercoaster
"
2322,"https://www.ted.com/talks/caitlin_doughty_a_burial_practice_that_nourishes_the_planet
"
2329,"https://www.ted.com/talks/margaret_bourdeaux_why_civilians_suffer_more_once_a_war_is_over
"
2331,"https://www.ted.com/talks/mona_chalabi_3_ways_to_spot_a_bad_statistic
"
2334,"https://www.ted.com/talks/michael_botticelli_addiction_is_a_disease_we_should_treat_it_like_one
"
2335,"https://www.ted.com/talks/moshe_szyf_how_early_life_experience_is_written_into_dna
"
2340,"https://www.ted.com/talks/sebastian_bortnik_the_conversation_we_re_not_having_about_digital_child_abuse
"
2344,"https://www.ted.com/talks/jonathan_marks_in_praise_of_conflict
"
2345,"https://www.ted.com/talks/todd_scott_an_intergalactic_guide_to_using_a_defibrillator
"
2353,"https://www.ted.com/talks/stephanie_busari_how_fake_news_does_real_harm
"
2357,"https://www.ted.com/talks/lisa_genova_what_you_can_do_to_prevent_alzheimer_s
"
2359,"https://www.ted.com/talks/deborah_lipstadt_behind_the_lies_of_holocaust_denial
"
2361,"https://www.ted.com/talks/sangu_delle_there_s_no_shame_in_taking_care_of_your_mental_health
"
2364,"https://www.ted.com/talks/robert_sapolsky_the_biology_of_our_best_and_worst_selves
"
2371,"https://www.ted.com/talks/wendy_troxel_why_school_should_start_later_for_teens
"
2373,"https://www.ted.com/talks/rutger_bregman_poverty_isn_t_a_lack_of_character_it_s_a_lack_of_cash
"
2376,"https://www.ted.com/talks/nina_fedoroff_a_secret_weapon_against_zika_and_other_mosquito_borne_diseases
"
2394,"https://www.ted.com/talks/jim_yong_kim_doesn_t_everyone_deserve_a_chance_at_a_good_life
"
2396,"https://www.ted.com/talks/david_miliband_the_refugee_crisis_is_a_test_of_our_character
"
2425,"https://www.ted.com/talks/anne_madden_meet_the_microscopic_life_in_your_home_and_on_your_face
"
2445,"https://www.ted.com/talks/chance_coughenour_how_your_pictures_can_help_reclaim_lost_history
"
2448,"https://www.ted.com/talks/erin_marie_saltman_how_young_people_join_violent_extremist_groups_and_how_to_stop_them
"
2462,"https://www.ted.com/talks/duarte_geraldino_what_we_re_missing_in_the_debate_about_immigration
"
